Location,Date,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Fully_Vacced_Percent
FM,04-03-2022,118208,104983,93064,7343,52.7
VI,04-03-2022,141701,139289,132409,39742,53.1
MI,04-03-2022,15504608,15055782,14206970,4367566,59.8
UT,04-03-2022,5142688,4912717,4467687,970109,63.9
AK,04-03-2022,1119377,1078962,1002652,215749,61.8
NH,04-03-2022,2475582,2405815,2255009,657789,69.4
NJ,04-03-2022,16843676,16263297,15115054,3733138,75.0
AL,04-03-2022,6173021,6065131,5760880,1848948,50.7
PR,04-03-2022,7083193,6772922,6227557,1695921,82.2
CT,04-03-2022,7413028,7155406,6645631,1790886,78.5
FL,04-03-2022,36640006,35904805,34018570,11792978,66.5
WI,04-03-2022,9990495,9680880,9101981,2840781,65.1
MA,04-03-2022,14458809,13889388,12949229,3198982,78.2
VA,04-03-2022,16106827,15469429,14357029,3604971,72.6
MP,04-03-2022,107913,99432,87568,8541,83.3
IN,04-03-2022,9342984,9100064,8565010,2637574,54.6
WY,04-03-2022,740229,723692,685461,223814,51.1
NM,04-03-2022,3834780,3701761,3437151,981477,70.4
NC,04-03-2022,16366826,15865345,14887110,4304693,60.0
AR,04-03-2022,4142286,4033298,3777116,1163135,54.0
IH2,04-03-2022,2200941,2120220,1940017,387486,41.5
SD,04-03-2022,1376572,1330559,1246152,390777,60.6
GU,04-03-2022,344005,328212,294872,45446,82.2
GA,04-03-2022,14592615,14224322,13335595,3456241,54.3
WA,04-03-2022,14070681,13577031,12671850,3209066,72.1
VT,04-03-2022,1363483,1308231,1222079,378255,80.7
CO,04-03-2022,10461693,10097571,9421950,2246381,69.8
NV,04-03-2022,4800299,4684595,4391588,1165423,60.3
DD2,04-03-2022,7343743,7229141,6846360,579224,0.0
VA2,04-03-2022,7263567,7263373,7260042,3830686,0.0
US,04-03-2022,562085242,543948924,508163059,138715862,65.6
MS,04-03-2022,3810827,3737677,3526760,1107943,51.5
NE,04-03-2022,3140266,3031015,2826340,830954,63.2
ND,04-03-2022,1067890,1033052,980794,291744,54.7
AZ,04-03-2022,11799620,11413621,10619655,3304753,61.0
KY,04-03-2022,6410431,6247728,5897762,1767695,57.0
MH,04-03-2022,60962,57388,51977,3157,33.0
OK,04-03-2022,5798977,5666382,5330055,1557581,56.7
AS,04-03-2022,104022,92243,77130,7944,85.4
MT,04-03-2022,1554047,1512642,1432214,494844,56.4
BP2,04-03-2022,311351,311349,311349,9915,0.0
RI,04-03-2022,2164333,2094516,1961794,533596,81.7
ME,04-03-2022,2737404,2650948,2499049,806228,78.9
OH,04-03-2022,17453228,16966707,16030221,5040836,58.1
MA,04-02-2022,14458636,13889218,12949062,3198873,78.2
ME,04-02-2022,2737128,2650673,2498775,806055,78.8
IH2,04-02-2022,2199723,2119150,1939098,387216,41.4
NM,04-02-2022,3830201,3697333,3432865,978808,70.4
SD,04-02-2022,1376214,1330218,1245840,390657,60.6
VT,04-02-2022,1362053,1306834,1220726,377434,80.6
MT,04-02-2022,1554006,1512605,1432183,494836,56.4
MI,04-02-2022,15485157,15036729,14188364,4355536,59.8
KS,04-02-2022,4506267,4360658,4062853,1210114,60.8
NV,04-02-2022,4795782,4680219,4387353,1162760,60.3
ID,04-02-2022,2399004,2336687,2196247,692041,53.7
NH,04-02-2022,2474872,2405115,2254330,657317,69.4
OH,04-02-2022,17434890,16948824,16012852,5030056,58.1
NE,04-02-2022,3140250,3031006,2826332,830951,63.2
MO,04-02-2022,8755025,8519091,8032815,2484819,55.6
VA2,04-02-2022,7260193,7259999,7256669,3828590,0.0
WA,04-02-2022,14070636,13576988,12671807,3209054,72.1
US,04-02-2022,561659770,543541035,507772650,138491218,65.6
MP,04-02-2022,107913,99432,87568,8541,83.3
UT,04-02-2022,5142626,4912657,4467628,970069,63.9
BP2,04-02-2022,311351,311349,311349,9915,0.0
DE,04-02-2022,1756370,1705647,1596903,512919,68.4
LA,04-02-2022,6150499,6032404,5707215,1727218,53.2
AR,04-02-2022,4142149,4033161,3776979,1163038,54.0
PW,04-02-2022,47052,44654,41088,4928,83.9
PR,04-02-2022,7083191,6772920,6227555,1695921,82.2
OR,04-02-2022,7549020,7299380,6840634,1934116,69.2
DD2,04-02-2022,7341290,7226942,6844365,579021,0.0
HI,04-02-2022,2841220,2734783,2544929,700172,77.8
IA,04-02-2022,4981189,4834080,4548968,1461600,61.6
TX,04-02-2022,45329369,43609233,40030499,9097489,60.9
SC,04-02-2022,7373738,7202654,6815853,2251621,56.5
AS,04-02-2022,104022,92243,77130,7944,85.4
MH,04-02-2022,60607,57215,51880,3153,32.9
CO,04-02-2022,10461281,10097163,9421548,2246136,69.8
FM,04-02-2022,118208,104983,93064,7343,52.7
CA,04-02-2022,72774634,70083475,64836887,14855984,71.2
WV,04-02-2022,2664152,2616723,2491078,861389,57.2
IN,04-02-2022,9329745,9087282,8552583,2630517,54.5
ND,04-02-2022,1067834,1033011,980762,291734,54.6
AL,04-02-2022,6172016,6064186,5759976,1848504,50.7
VI,04-02-2022,141701,139289,132409,39742,53.1
TN,04-02-2022,9730915,9534787,9066193,2818431,54.1
VA,04-02-2022,16092943,15456205,14344304,3597448,72.6
PA,04-02-2022,22380564,21681625,20405129,6244979,67.6
WI,04-02-2022,9990247,9680635,9101741,2840624,65.1
DC,04-02-2022,1461696,1422314,1360986,255882,72.9
NY,04-02-2022,38384284,37156157,34839206,8417319,76.2
IL,04-02-2022,22073961,21186173,19688305,5082478,68.2
MS,04-02-2022,3810757,3737612,3526700,1107922,51.5
WY,04-02-2022,740175,723639,685412,223793,51.1
AZ,04-02-2022,11786198,11400890,10607497,3297398,61.0
FL,04-02-2022,36598680,35864401,33978836,11766395,66.5
MN,04-02-2022,10028789,9609767,8953888,2514728,68.8
GA,04-02-2022,14592535,14224242,13335519,3456228,54.3
NJ,04-02-2022,16827989,16248200,15100648,3725402,75.0
CT,04-02-2022,7403543,7146182,6636648,1785465,78.4
GU,04-02-2022,343868,328090,294763,45428,82.1
OK,04-02-2022,5798198,5665620,5329314,1557180,56.6
AK,04-02-2022,1119337,1078926,1002621,215737,61.8
KY,04-02-2022,6406156,6243643,5893842,1765530,57.0
RI,04-02-2022,2162002,2092255,1959628,532421,81.6
NC,04-02-2022,16349406,15848747,14871265,4296398,60.0
MD,04-02-2022,11745610,11281538,10432582,2557674,75.0
IA,04-01-2022,4976090,4829145,4544191,1458534,61.6
MH,04-01-2022,58513,55754,50716,3071,32.3
ID,04-01-2022,2396710,2334540,2194263,690797,53.6
US,04-01-2022,561173692,543076727,507329717,138251370,65.6
CA,04-01-2022,72704550,70016731,64772840,14821661,71.1
VT,04-01-2022,1361081,1305926,1219884,377080,80.6
KS,04-01-2022,4502721,4357262,4059555,1208124,60.8
OH,04-01-2022,17419958,16934315,15998881,5021848,58.1
TN,04-01-2022,9723237,9527301,9058963,2814672,54.0
GU,04-01-2022,343641,327892,294583,45403,82.1
MN,04-01-2022,10019692,9600987,8945536,2510113,68.8
CT,04-01-2022,7396401,7139291,6629980,1782081,78.4
AS,04-01-2022,104022,92243,77130,7944,85.4
NY,04-01-2022,38353584,37126716,34810833,8402275,76.2
NC,04-01-2022,16335566,15835579,14858741,4289845,59.9
TX,04-01-2022,45283058,43565733,39989168,9076982,60.8
PW,04-01-2022,47052,44654,41088,4928,83.9
HI,04-01-2022,2841203,2734766,2544912,700162,77.8
SD,04-01-2022,1374807,1328869,1244562,389978,60.5
WA,04-01-2022,14056000,13562905,12658142,3200397,72.1
BP2,04-01-2022,311350,311348,311348,9915,0.0
VI,04-01-2022,141614,139203,132333,39705,53.1
NE,04-01-2022,3134581,3025809,2821558,828930,63.1
FM,04-01-2022,118208,104983,93064,7343,52.7
UT,04-01-2022,5142548,4912583,4467559,970026,63.9
SC,04-01-2022,7373489,7202411,6815614,2251579,56.5
MO,04-01-2022,8754956,8519022,8032746,2484780,55.6
GA,04-01-2022,14583121,14215419,13327190,3453770,54.3
NH,04-01-2022,2474488,2404734,2253961,657084,69.4
LA,04-01-2022,6146860,6029008,5703973,1725615,53.2
MD,04-01-2022,11730927,11267572,10419236,2550697,75.0
OR,04-01-2022,7541584,7292163,6833619,1929722,69.2
VA,04-01-2022,16079844,15443896,14332456,3590988,72.6
AL,04-01-2022,6167392,6059716,5755700,1846059,50.7
NV,04-01-2022,4791380,4675917,4383186,1160218,60.3
WV,04-01-2022,2661776,2614396,2488794,859972,57.2
PA,04-01-2022,22378112,21679378,20402997,6243922,67.6
MT,04-01-2022,1551987,1510651,1430314,493749,56.4
IN,04-01-2022,9320779,9078583,8544156,2625323,54.5
WI,04-01-2022,9983053,9673758,9095225,2837040,65.1
VA2,04-01-2022,7257267,7257073,7253743,3826783,0.0
AR,04-01-2022,4138633,4029720,3773625,1160867,54.0
MI,04-01-2022,15469335,15021311,14173362,4345646,59.8
WY,04-01-2022,739591,723083,684883,223463,51.1
MS,04-01-2022,3808946,3735912,3525068,1107185,51.5
AK,04-01-2022,1116746,1076992,1000949,215024,61.7
RI,04-01-2022,2159832,2090208,1957704,531493,81.6
KY,04-01-2022,6401991,6239634,5890013,1763689,57.0
MP,04-01-2022,107913,99432,87568,8541,83.3
IL,04-01-2022,22044851,21158004,19663484,5070710,68.2
DD2,04-01-2022,7338299,7224298,6841954,578829,0.0
NM,04-01-2022,3825671,3693012,3428710,976387,70.4
MA,04-01-2022,14445863,13876873,12937133,3192178,78.2
OK,04-01-2022,5789475,5657201,5321196,1552726,56.6
NJ,04-01-2022,16807034,16228160,15081742,3716726,75.0
CO,04-01-2022,10452085,10088289,9413009,2241236,69.8
PR,04-01-2022,7083179,6772908,6227543,1695920,82.2
AZ,04-01-2022,11772372,11387655,10594860,3289542,60.9
FL,04-01-2022,36566492,35833026,33948142,11747278,66.5
DE,04-01-2022,1756361,1705638,1596894,512914,68.4
ND,04-01-2022,1067658,1032877,980629,291662,54.6
IH2,04-01-2022,2198160,2117739,1937884,386921,41.4
DC,04-01-2022,1459617,1420312,1359058,255031,72.9
ME,04-01-2022,2733580,2647211,2495427,803874,78.8
IH2,03-31-2022,2197097,2116793,1937101,386765,41.4
VI,03-31-2022,141614,139203,132333,39705,53.1
AK,03-31-2022,1115657,1075937,999933,214529,61.7
IN,03-31-2022,9315557,9073794,8539647,2623207,54.5
OK,03-31-2022,5788524,5656259,5320263,1552103,56.6
TX,03-31-2022,45230513,43517916,39944145,9059493,60.8
WY,03-31-2022,739155,722659,684498,223263,51.1
IA,03-31-2022,4974109,4827304,4542490,1457719,61.5
SC,03-31-2022,7372274,7201307,6814592,2251314,56.5
OR,03-31-2022,7537264,7288135,6829833,1927883,69.2
MP,03-31-2022,107876,99398,87535,8539,83.2
DD2,03-31-2022,7332029,7218449,6836372,578633,0.0
NC,03-31-2022,16325759,15826307,14849820,4285061,59.9
VA,03-31-2022,16069714,15434653,14323769,3587535,72.5
MN,03-31-2022,10014874,9596479,8941381,2508595,68.7
LA,03-31-2022,6144459,6026750,5701844,1724812,53.2
CA,03-31-2022,72651052,69966664,64725863,14801588,71.1
NJ,03-31-2022,16793453,16215134,15069155,3710787,74.9
PR,03-31-2022,7083170,6772899,6227534,1695917,82.2
HI,03-31-2022,2838807,2732664,2542903,698970,77.8
NY,03-31-2022,38328575,37102804,34787855,8390906,76.2
FL,03-31-2022,36547754,35815101,33930890,11739488,66.4
MI,03-31-2022,15460686,15013036,14165499,4341967,59.8
SD,03-31-2022,1374021,1328120,1243881,389695,60.5
AR,03-31-2022,4134976,4026280,3770415,1159650,54.0
MA,03-31-2022,14438178,13869736,12930463,3189256,78.2
KY,03-31-2022,6398743,6236589,5887154,1762628,57.0
AS,03-31-2022,104022,92243,77130,7944,85.4
DE,03-31-2022,1755500,1704851,1596159,512613,68.3
WV,03-31-2022,2660404,2613107,2487550,859355,57.2
NE,03-31-2022,3134556,3025784,2821539,828923,63.1
IL,03-31-2022,22070985,21180001,19686993,5074470,68.2
MO,03-31-2022,8751523,8515818,8029728,2483516,55.6
UT,03-31-2022,5121680,4894268,4452519,967779,63.8
US,03-31-2022,560823729,542748670,507024823,138119755,65.6
FM,03-31-2022,116858,103962,92233,7255,52.3
DC,03-31-2022,1457927,1418713,1357546,254517,72.8
RI,03-31-2022,2158485,2088931,1956510,531021,81.6
PA,03-31-2022,22367634,21669769,20394283,6241231,67.6
OH,03-31-2022,17410001,16924988,15990049,5017925,58.0
WA,03-31-2022,14046824,13554299,12649970,3196567,72.1
VA2,03-31-2022,7255203,7255009,7251680,3825692,0.0
GU,03-31-2022,343500,327776,294489,45399,82.1
AL,03-31-2022,6163615,6056134,5752309,1844222,50.7
ME,03-31-2022,2731764,2645500,2493818,803028,78.8
CO,03-31-2022,10444612,10081139,9406144,2237655,69.8
MS,03-31-2022,3806383,3733516,3522802,1106520,51.5
ID,03-31-2022,2395288,2333170,2192985,690198,53.6
CT,03-31-2022,7391071,7134179,6625107,1780453,78.4
WI,03-31-2022,9978467,9669464,9091268,2835338,65.1
PW,03-31-2022,47052,44654,41088,4928,83.9
MD,03-31-2022,11716639,11254598,10407042,2545568,74.9
BP2,03-31-2022,311348,311346,311346,9915,0.0
MT,03-31-2022,1551938,1510610,1430280,493742,56.4
NV,03-31-2022,4788614,4673302,4380684,1158994,60.2
NM,03-31-2022,3823262,3690790,3426596,975300,70.3
GA,03-31-2022,14571162,14204472,13317044,3451745,54.2
VT,03-31-2022,1360538,1305406,1219401,376962,80.6
TN,03-31-2022,9718206,9522473,9054319,2812804,54.0
MH,03-31-2022,58513,55754,50716,3071,32.3
AZ,03-31-2022,11762910,11378780,10586478,3285004,60.9
KS,03-31-2022,4500522,4355198,4057597,1207162,60.8
NH,03-31-2022,2472010,2402287,2251591,655550,69.3
ND,03-31-2022,1067553,1032799,980556,291642,54.6
WI,03-30-2022,9974930,9666227,9088387,2834583,65.1
MT,03-30-2022,1549860,1508700,1428526,493189,56.4
OH,03-30-2022,17404620,16920030,15985557,5016651,58.0
CO,03-30-2022,10438916,10075973,9401392,2235889,69.7
MS,03-30-2022,3806340,3733478,3522766,1106513,51.5
MP,03-30-2022,107728,99253,87409,8525,83.2
NM,03-30-2022,3821386,3689033,3424989,974855,70.3
NJ,03-30-2022,16784084,16206371,15060915,3707832,74.9
FM,03-30-2022,116858,103962,92233,7255,52.3
SC,03-30-2022,7372162,7201197,6814485,2251300,56.5
PW,03-30-2022,47052,44654,41088,4928,83.9
CA,03-30-2022,72578129,69901944,64668720,14790100,71.1
VI,03-30-2022,141527,139116,132246,39671,53.1
AZ,03-30-2022,11756616,11373286,10581508,3283264,60.9
FL,03-30-2022,36533381,35801530,33918075,11735498,66.4
KS,03-30-2022,4499032,4353818,4056350,1206833,60.8
ND,03-30-2022,1067462,1032742,980501,291627,54.6
IL,03-30-2022,22057972,21167989,19676368,5071918,68.2
MO,03-30-2022,8748681,8513212,8027365,2482812,55.6
VA2,03-30-2022,7253723,7253529,7250201,3824995,0.0
SD,03-30-2022,1373393,1327540,1243390,389583,60.5
GU,03-30-2022,343495,327771,294484,45399,82.1
UT,03-30-2022,5121659,4894247,4452498,967769,63.8
CT,03-30-2022,7387685,7131015,6622163,1780052,78.4
WV,03-30-2022,2659677,2612447,2486928,859184,57.2
NH,03-30-2022,2364205,2300631,2154574,626419,68.4
PR,03-30-2022,7083158,6772887,6227522,1695916,82.2
BP2,03-30-2022,310356,310354,310354,9886,0.0
IN,03-30-2022,9312198,9070827,8537003,2622517,54.5
VA,03-30-2022,16064392,15429974,14319634,3586473,72.5
NY,03-30-2022,38309963,37085367,34771448,8385605,76.2
AS,03-30-2022,103883,92125,77038,7940,85.3
AK,03-30-2022,1114829,1075209,999297,214390,61.7
NC,03-30-2022,16318216,15819210,14843112,4282622,59.9
ME,03-30-2022,2730713,2644523,2492972,802807,78.8
GA,03-30-2022,14563133,14197304,13310553,3450573,54.2
MN,03-30-2022,10010588,9592623,8938008,2507726,68.7
ID,03-30-2022,2394304,2332243,2192149,689979,53.6
IA,03-30-2022,4972344,4825805,4541136,1457347,61.5
PA,03-30-2022,22357701,21660969,20386423,6239318,67.6
OK,03-30-2022,5784281,5652244,5316517,1550995,56.5
KY,03-30-2022,6396841,6234856,5885632,1762251,57.0
WY,03-30-2022,738861,722387,684257,223214,51.0
WA,03-30-2022,14041205,13549259,12645361,3195460,72.0
DC,03-30-2022,1457054,1417902,1356785,254359,72.8
AR,03-30-2022,4134916,4026220,3770355,1159629,54.0
DD2,03-30-2022,7329492,7216133,6834240,578483,0.0
US,03-30-2022,560419082,542380520,506688113,138027909,65.5
RI,03-30-2022,2157555,2088131,1955821,530874,81.5
HI,03-30-2022,2837952,2731850,2542120,698697,77.8
NE,03-30-2022,3134548,3025779,2821535,828923,63.1
MD,03-30-2022,11701167,11241014,10396272,2543056,74.9
OR,03-30-2022,7534423,7285632,6827567,1927220,69.1
IH2,03-30-2022,2196107,2115958,1936411,386679,41.4
MH,03-30-2022,58513,55754,50716,3071,32.3
AL,03-30-2022,6159241,6052021,5748452,1842896,50.6
TX,03-30-2022,45197271,43490215,39919155,9052346,60.8
NV,03-30-2022,4786943,4671765,4379265,1158585,60.2
DE,03-30-2022,1754908,1704299,1595652,512497,68.3
TN,03-30-2022,9714188,9518715,9050807,2811794,54.0
MA,03-30-2022,14433455,13865535,12926771,3188444,78.1
VT,03-30-2022,1360149,1305063,1219108,376902,80.6
LA,03-30-2022,6142166,6024666,5699928,1724275,53.2
MI,03-30-2022,15455717,15008525,14161463,4340905,59.7
WA,03-29-2022,14035221,13544044,12640716,3194657,72.0
HI,03-29-2022,2836886,2730896,2541264,698505,77.7
WV,03-29-2022,2659116,2611918,2486433,859036,57.1
AS,03-29-2022,103710,91969,76907,7934,85.3
VA2,03-29-2022,7252701,7252507,7249180,3824534,0.0
BP2,03-29-2022,310454,310452,310452,9887,0.0
MA,03-29-2022,14429657,13862155,12923814,3187880,78.1
KY,03-29-2022,6394760,6232937,5883871,1761817,57.0
NY,03-29-2022,38298545,37074868,34761859,8383557,76.1
WY,03-29-2022,738286,721825,683737,223098,51.0
MH,03-29-2022,58513,55754,50716,3071,32.3
OH,03-29-2022,17399823,16915631,15981622,5015801,58.0
NV,03-29-2022,4785539,4670480,4378107,1158386,60.2
MN,03-29-2022,10007018,9589409,8935170,2506966,68.7
SC,03-29-2022,7372113,7201152,6814441,2251292,56.5
MP,03-29-2022,107728,99253,87409,8525,83.2
NE,03-29-2022,3109070,3004265,2801132,821933,62.9
MI,03-29-2022,15451561,15004737,14158096,4340134,59.7
ID,03-29-2022,2393518,2331520,2191514,689820,53.6
ND,03-29-2022,1067376,1032687,980446,291620,54.6
OK,03-29-2022,5783942,5651918,5316208,1550892,56.5
CO,03-29-2022,10435998,10073395,9399140,2235356,69.7
FM,03-29-2022,116858,103962,92233,7255,52.3
TN,03-29-2022,9709355,9514181,9046539,2810663,54.0
GU,03-29-2022,343240,327579,294319,45382,82.0
WI,03-29-2022,9971966,9663576,9086121,2834056,65.1
FL,03-29-2022,36521987,35790828,33908087,11732788,66.4
ME,03-29-2022,2729990,2643862,2492395,802652,78.8
MD,03-29-2022,11688265,11229506,10386971,2542038,74.8
VI,03-29-2022,141510,139099,132229,39667,53.1
IA,03-29-2022,4971111,4824730,4540179,1457164,61.5
SD,03-29-2022,1371592,1325788,1241701,389386,60.4
DD2,03-29-2022,7327138,7214003,6832283,578303,0.0
AR,03-29-2022,4133784,4025215,3769462,1159455,53.9
MS,03-29-2022,3805191,3732414,3521779,1106271,51.4
DC,03-29-2022,1456304,1417203,1356127,254209,72.8
IH2,03-29-2022,2195125,2115106,1935692,386570,41.4
MT,03-29-2022,1549803,1508651,1428484,493184,56.3
PR,03-29-2022,7078081,6768476,6223731,1695135,82.1
IL,03-29-2022,22049573,21160341,19669681,5070577,68.2
PA,03-29-2022,22350739,21654609,20380745,6237903,67.6
PW,03-29-2022,47052,44654,41088,4928,83.9
AZ,03-29-2022,11752115,11369264,10577894,3282128,60.9
RI,03-29-2022,2156696,2087337,1955112,530726,81.5
VA,03-29-2022,16059894,15426058,14316117,3585689,72.5
LA,03-29-2022,6140474,6023170,5698579,1723974,53.2
OR,03-29-2022,7531755,7283266,6825446,1926754,69.1
MO,03-29-2022,8746700,8511415,8025758,2482418,55.6
CT,03-29-2022,7385158,7128711,6620052,1779782,78.4
TX,03-29-2022,45171210,43468651,39900939,9048427,60.8
NM,03-29-2022,3819941,3687744,3423804,974592,70.3
CA,03-29-2022,72569239,69894136,64661836,14788837,71.1
AK,03-29-2022,1114783,1075170,999267,214379,61.7
US,03-29-2022,560181791,542168930,506499246,137985037,65.5
AL,03-29-2022,6157587,6050495,5747061,1842540,50.6
NC,03-29-2022,16313892,15815164,14839442,4281697,59.8
NJ,03-29-2022,16778046,16200860,15055904,3706806,74.9
IN,03-29-2022,9309342,9068356,8534804,2622056,54.5
KS,03-29-2022,4497688,4352602,4055258,1206587,60.8
NH,03-29-2022,2355202,2292113,2147022,624132,68.2
GA,03-29-2022,14538341,14174712,13290357,3447201,54.1
DE,03-29-2022,1753053,1702682,1594269,512170,68.3
UT,03-29-2022,5121644,4894232,4452483,967763,63.8
VT,03-29-2022,1360020,1304948,1219006,376871,80.5
KS,03-28-2022,4496448,4351507,4054312,1206454,60.8
RI,03-28-2022,2156374,2087045,1954869,530684,81.5
IA,03-28-2022,4966812,4820863,4536698,1456444,61.5
VA2,03-28-2022,7252691,7252497,7249170,3824526,0.0
GA,03-28-2022,14538341,14174712,13290357,3447201,54.1
VT,03-28-2022,1359472,1304445,1218560,376759,80.5
AR,03-28-2022,4131075,4022787,3767303,1159034,53.9
LA,03-28-2022,6139949,6022709,5698180,1723920,53.1
VA,03-28-2022,16056874,15423418,14313915,3585345,72.5
SC,03-28-2022,7357447,7187934,6802570,2248949,56.5
MS,03-28-2022,3802846,3730328,3519875,1105947,51.4
MN,03-28-2022,10006211,9588716,8934621,2506905,68.7
AK,03-28-2022,1114710,1075105,999211,214374,61.7
AZ,03-28-2022,11749691,11367161,10576034,3281778,60.9
MO,03-28-2022,8740962,8506149,8021053,2481351,55.5
FL,03-28-2022,36512359,35781794,33899686,11731260,66.4
TN,03-28-2022,9701693,9507203,9040223,2809309,54.0
SD,03-28-2022,1370851,1325124,1241119,389284,60.4
OR,03-28-2022,7531218,7282779,6825009,1926686,69.1
MH,03-28-2022,58513,55754,50716,3071,32.3
NE,03-28-2022,3109070,3004265,2801132,821933,62.9
US,03-28-2022,559976590,541988037,506341324,137955549,65.5
PR,03-28-2022,7067847,6759692,6216005,1693589,82.1
TX,03-28-2022,45150458,43451441,39886056,9044679,60.7
WV,03-28-2022,2657733,2610627,2485261,858802,57.1
FM,03-28-2022,116858,103962,92233,7255,52.3
DE,03-28-2022,1753053,1702682,1594269,512170,68.3
MD,03-28-2022,11679076,11221738,10380398,2541390,74.8
PA,03-28-2022,22345972,21650340,20377112,6237365,67.6
PW,03-28-2022,47052,44654,41088,4928,83.9
NH,03-28-2022,2355146,2292067,2146991,624131,68.2
DC,03-28-2022,1456012,1416958,1355904,254169,72.8
NM,03-28-2022,3819592,3687410,3423507,974540,70.3
CT,03-28-2022,7383729,7127415,6618971,1779662,78.4
IH2,03-28-2022,2194861,2114919,1935538,386554,41.4
NV,03-28-2022,4783305,4668503,4376406,1158125,60.2
IN,03-28-2022,9308189,9067324,8533925,2621933,54.5
OK,03-28-2022,5780305,5648627,5313260,1550338,56.5
AS,03-28-2022,102883,91204,76301,7864,84.9
HI,03-28-2022,2836653,2730682,2541076,698464,77.7
ME,03-28-2022,2728130,2642146,2490923,802347,78.7
ID,03-28-2022,2393147,2331232,2191316,689799,53.6
IL,03-28-2022,22043499,21154849,19665016,5069930,68.2
BP2,03-28-2022,310453,310451,310451,9887,0.0
UT,03-28-2022,5116903,4890115,4448910,967215,63.7
CO,03-28-2022,10429835,10067874,9394423,2234464,69.7
KY,03-28-2022,6393863,6232115,5883127,1761713,57.0
MI,03-28-2022,15449817,15003114,14156680,4339948,59.7
MT,03-28-2022,1549803,1508651,1428484,493184,56.3
CA,03-28-2022,72561187,69887250,64655963,14787932,71.1
MP,03-28-2022,107719,99244,87400,8524,83.2
OH,03-28-2022,17397868,16913826,15980059,5015519,58.0
NC,03-28-2022,16310239,15811924,14836654,4281209,59.8
NJ,03-28-2022,16772152,16195562,15051232,3705714,74.9
